BuyingPrice,MaintenancePrice,Doors,PersonsCapacity,LuggageBoot,Safety,CarEvaluation
high,high,5more,4,big,medium,acceptable
high,high,5more,4,big,high,acceptable
high,high,5more,more,small,low,unacceptable
high,high,5more,more,small,medium,unacceptable
high,high,5more,more,small,high,acceptable
high,high,5more,more,medium,low,unacceptable
high,high,5more,more,medium,medium,acceptable
high,high,5more,more,medium,high,acceptable
high,high,5more,more,big,low,unacceptable
high,high,5more,more,big,medium,acceptable
high,high,5more,more,big,high,acceptable
high,med,2,2,small,low,unacceptable
high,med,2,2,small,medium,unacceptable
high,med,2,2,small,high,unacceptable
high,med,2,2,medium,low,unacceptable
high,med,2,2,medium,medium,unacceptable
high,med,2,2,medium,high,unacceptable
high,med,2,2,big,low,unacceptable
high,med,2,2,big,medium,unacceptable
high,med,2,2,big,high,unacceptable
high,med,2,4,small,low,unacceptable
high,med,2,4,small,medium,unacceptable
high,med,2,4,small,high,acceptable
high,med,2,4,medium,low,unacceptable
high,med,2,4,medium,medium,unacceptable
high,med,2,4,medium,high,acceptable
high,med,2,4,big,low,unacceptable
high,med,2,4,big,medium,acceptable
high,med,2,4,big,high,acceptable
high,med,2,more,small,low,unacceptable
high,med,2,more,small,medium,unacceptable
high,med,2,more,small,high,unacceptable
high,med,2,more,medium,low,unacceptable
high,med,2,more,medium,medium,unacceptable
high,med,2,more,medium,high,acceptable
high,med,2,more,big,low,unacceptable
high,med,2,more,big,medium,acceptable
high,med,2,more,big,high,acceptable
high,med,3,2,small,low,unacceptable
high,med,3,2,small,medium,unacceptable
high,med,3,2,small,high,unacceptable
high,med,3,2,medium,low,unacceptable
high,med,3,2,medium,medium,unacceptable
high,med,3,2,medium,high,unacceptable
high,med,3,2,big,low,unacceptable
high,med,3,2,big,medium,unacceptable
high,med,3,2,big,high,unacceptable
high,med,3,4,small,low,unacceptable
high,med,3,4,small,medium,unacceptable
high,med,3,4,small,high,acceptable
high,med,3,4,medium,low,unacceptable
high,med,3,4,medium,medium,unacceptable
high,med,3,4,medium,high,acceptable
high,med,3,4,big,low,unacceptable
high,med,3,4,big,medium,acceptable
high,med,3,4,big,high,acceptable
high,med,3,more,small,low,unacceptable
high,med,3,more,small,medium,unacceptable
high,med,3,more,small,high,acceptable
high,med,3,more,medium,low,unacceptable
high,med,3,more,medium,medium,acceptable
high,med,3,more,medium,high,acceptable
high,med,3,more,big,low,unacceptable
high,med,3,more,big,medium,acceptable
high,med,3,more,big,high,acceptable
high,med,4,2,small,low,unacceptable
high,med,4,2,small,medium,unacceptable
high,med,4,2,small,high,unacceptable
high,med,4,2,medium,low,unacceptable
high,med,4,2,medium,medium,unacceptable
high,med,4,2,medium,high,unacceptable
high,med,4,2,big,low,unacceptable
high,med,4,2,big,medium,unacceptable
high,med,4,2,big,high,unacceptable
high,med,4,4,small,low,unacceptable
high,med,4,4,small,medium,unacceptable
high,med,4,4,small,high,acceptable
high,med,4,4,medium,low,unacceptable
high,med,4,4,medium,medium,acceptable
high,med,4,4,medium,high,acceptable
high,med,4,4,big,low,unacceptable
high,med,4,4,big,medium,acceptable
high,med,4,4,big,high,acceptable
high,med,4,more,small,low,unacceptable
high,med,4,more,small,medium,unacceptable
high,med,4,more,small,high,acceptable
high,med,4,more,medium,low,unacceptable
high,med,4,more,medium,medium,acceptable
high,med,4,more,medium,high,acceptable
high,med,4,more,big,low,unacceptable
high,med,4,more,big,medium,acceptable
high,med,4,more,big,high,acceptable
high,med,5more,2,small,low,unacceptable
high,med,5more,2,small,medium,unacceptable
high,med,5more,2,small,high,unacceptable
high,med,5more,2,medium,low,unacceptable
high,med,5more,2,medium,medium,unacceptable
high,med,5more,2,medium,high,unacceptable
high,med,5more,2,big,low,unacceptable
high,med,5more,2,big,medium,unacceptable
high,med,5more,2,big,high,unacceptable
high,med,5more,4,small,low,unacceptable
high,med,5more,4,small,medium,unacceptable
high,med,5more,4,small,high,acceptable
high,med,5more,4,medium,low,unacceptable
high,med,5more,4,medium,medium,acceptable
high,med,5more,4,medium,high,acceptable
high,med,5more,4,big,low,unacceptable
high,med,5more,4,big,medium,acceptable
high,med,5more,4,big,high,acceptable
high,med,5more,more,small,low,unacceptable
high,med,5more,more,small,medium,unacceptable
high,med,5more,more,small,high,acceptable
high,med,5more,more,medium,low,unacceptable
high,med,5more,more,medium,medium,acceptable
high,med,5more,more,medium,high,acceptable
high,med,5more,more,big,low,unacceptable
high,med,5more,more,big,medium,acceptable
high,med,5more,more,big,high,acceptable
high,low,2,2,small,low,unacceptable
high,low,2,2,small,medium,unacceptable
high,low,2,2,small,high,unacceptable
high,low,2,2,medium,low,unacceptable
high,low,2,2,medium,medium,unacceptable
high,low,2,2,medium,high,unacceptable
high,low,2,2,big,low,unacceptable
high,low,2,2,big,medium,unacceptable
high,low,2,2,big,high,unacceptable
high,low,2,4,small,low,unacceptable
high,low,2,4,small,medium,unacceptable
high,low,2,4,small,high,acceptable
high,low,2,4,medium,low,unacceptable
high,low,2,4,medium,medium,unacceptable
high,low,2,4,medium,high,acceptable
high,low,2,4,big,low,unacceptable
high,low,2,4,big,medium,acceptable
high,low,2,4,big,high,acceptable
high,low,2,more,small,low,unacceptable
high,low,2,more,small,medium,unacceptable
high,low,2,more,small,high,unacceptable
high,low,2,more,medium,low,unacceptable
high,low,2,more,medium,medium,unacceptable
high,low,2,more,medium,high,acceptable
high,low,2,more,big,low,unacceptable
high,low,2,more,big,medium,acceptable
high,low,2,more,big,high,acceptable
high,low,3,2,small,low,unacceptable
high,low,3,2,small,medium,unacceptable
high,low,3,2,small,high,unacceptable
high,low,3,2,medium,low,unacceptable
high,low,3,2,medium,medium,unacceptable
high,low,3,2,medium,high,unacceptable
high,low,3,2,big,low,unacceptable
high,low,3,2,big,medium,unacceptable
high,low,3,2,big,high,unacceptable
high,low,3,4,small,low,unacceptable
high,low,3,4,small,medium,unacceptable
high,low,3,4,small,high,acceptable
high,low,3,4,medium,low,unacceptable
high,low,3,4,medium,medium,unacceptable
high,low,3,4,medium,high,acceptable
high,low,3,4,big,low,unacceptable
high,low,3,4,big,medium,acceptable
high,low,3,4,big,high,acceptable
high,low,3,more,small,low,unacceptable
high,low,3,more,small,medium,unacceptable
high,low,3,more,small,high,acceptable
high,low,3,more,medium,low,unacceptable
high,low,3,more,medium,medium,acceptable
high,low,3,more,medium,high,acceptable
high,low,3,more,big,low,unacceptable
high,low,3,more,big,medium,acceptable
high,low,3,more,big,high,acceptable
high,low,4,2,small,low,unacceptable
high,low,4,2,small,medium,unacceptable
high,low,4,2,small,high,unacceptable
high,low,4,2,medium,low,unacceptable
high,low,4,2,medium,medium,unacceptable
high,low,4,2,medium,high,unacceptable
high,low,4,2,big,low,unacceptable
high,low,4,2,big,medium,unacceptable
high,low,4,2,big,high,unacceptable
high,low,4,4,small,low,unacceptable
high,low,4,4,small,medium,unacceptable
high,low,4,4,small,high,acceptable
high,low,4,4,medium,low,unacceptable
high,low,4,4,medium,medium,acceptable
high,low,4,4,medium,high,acceptable
high,low,4,4,big,low,unacceptable
high,low,4,4,big,medium,acceptable
high,low,4,4,big,high,acceptable
high,low,4,more,small,low,unacceptable
high,low,4,more,small,medium,unacceptable
high,low,4,more,small,high,acceptable
high,low,4,more,medium,low,unacceptable
high,low,4,more,medium,medium,acceptable
high,low,4,more,medium,high,acceptable
high,low,4,more,big,low,unacceptable
high,low,4,more,big,medium,acceptable
high,low,4,more,big,high,acceptable
high,low,5more,2,small,low,unacceptable
high,low,5more,2,small,medium,unacceptable
high,low,5more,2,small,high,unacceptable
high,low,5more,2,medium,low,unacceptable
high,low,5more,2,medium,medium,unacceptable
high,low,5more,2,medium,high,unacceptable
high,low,5more,2,big,low,unacceptable
high,low,5more,2,big,medium,unacceptable
high,low,5more,2,big,high,unacceptable
high,low,5more,4,small,low,unacceptable
high,low,5more,4,small,medium,unacceptable
high,low,5more,4,small,high,acceptable
high,low,5more,4,medium,low,unacceptable
high,low,5more,4,medium,medium,acceptable
high,low,5more,4,medium,high,acceptable
high,low,5more,4,big,low,unacceptable
high,low,5more,4,big,medium,acceptable
high,low,5more,4,big,high,acceptable
high,low,5more,more,small,low,unacceptable
high,low,5more,more,small,medium,unacceptable
high,low,5more,more,small,high,acceptable
high,low,5more,more,medium,low,unacceptable
high,low,5more,more,medium,medium,acceptable
high,low,5more,more,medium,high,acceptable
high,low,5more,more,big,low,unacceptable
high,low,5more,more,big,medium,acceptable
high,low,5more,more,big,high,acceptable
med,vhigh,2,2,small,low,unacceptable
med,vhigh,2,2,small,medium,unacceptable
med,vhigh,2,2,small,high,unacceptable
med,vhigh,2,2,medium,low,unacceptable
med,vhigh,2,2,medium,medium,unacceptable
med,vhigh,2,2,medium,high,unacceptable
med,vhigh,2,2,big,low,unacceptable
med,vhigh,2,2,big,medium,unacceptable
med,vhigh,2,2,big,high,unacceptable
med,vhigh,2,4,small,low,unacceptable
med,vhigh,2,4,small,medium,unacceptable
med,vhigh,2,4,small,high,acceptable
med,vhigh,2,4,medium,low,unacceptable
med,vhigh,2,4,medium,medium,unacceptable
med,vhigh,2,4,medium,high,acceptable
med,vhigh,2,4,big,low,unacceptable
med,vhigh,2,4,big,medium,acceptable
med,vhigh,2,4,big,high,acceptable
med,vhigh,2,more,small,low,unacceptable
med,vhigh,2,more,small,medium,unacceptable
med,vhigh,2,more,small,high,unacceptable
med,vhigh,2,more,medium,low,unacceptable
med,vhigh,2,more,medium,medium,unacceptable
med,vhigh,2,more,medium,high,acceptable
med,vhigh,2,more,big,low,unacceptable
med,vhigh,2,more,big,medium,acceptable
med,vhigh,2,more,big,high,acceptable
med,vhigh,3,2,small,low,unacceptable
med,vhigh,3,2,small,medium,unacceptable
med,vhigh,3,2,small,high,unacceptable
med,vhigh,3,2,medium,low,unacceptable
med,vhigh,3,2,medium,medium,unacceptable
med,vhigh,3,2,medium,high,unacceptable
med,vhigh,3,2,big,low,unacceptable
med,vhigh,3,2,big,medium,unacceptable
med,vhigh,3,2,big,high,unacceptable
med,vhigh,3,4,small,low,unacceptable
med,vhigh,3,4,small,medium,unacceptable
med,vhigh,3,4,small,high,acceptable
med,vhigh,3,4,medium,low,unacceptable
med,vhigh,3,4,medium,medium,unacceptable
med,vhigh,3,4,medium,high,acceptable
med,vhigh,3,4,big,low,unacceptable
med,vhigh,3,4,big,medium,acceptable
med,vhigh,3,4,big,high,acceptable
med,vhigh,3,more,small,low,unacceptable
med,vhigh,3,more,small,medium,unacceptable
med,vhigh,3,more,small,high,acceptable
med,vhigh,3,more,medium,low,unacceptable
med,vhigh,3,more,medium,medium,acceptable
med,vhigh,3,more,medium,high,acceptable
med,vhigh,3,more,big,low,unacceptable
med,vhigh,3,more,big,medium,acceptable
med,vhigh,3,more,big,high,acceptable
med,vhigh,4,2,small,low,unacceptable
med,vhigh,4,2,small,medium,unacceptable
med,vhigh,4,2,small,high,unacceptable
med,vhigh,4,2,medium,low,unacceptable
med,vhigh,4,2,medium,medium,unacceptable
med,vhigh,4,2,medium,high,unacceptable
med,vhigh,4,2,big,low,unacceptable
med,vhigh,4,2,big,medium,unacceptable
med,vhigh,4,2,big,high,unacceptable
med,vhigh,4,4,small,low,unacceptable
med,vhigh,4,4,small,medium,unacceptable
med,vhigh,4,4,small,high,acceptable
med,vhigh,4,4,medium,low,unacceptable
med,vhigh,4,4,medium,medium,acceptable
med,vhigh,4,4,medium,high,acceptable
med,vhigh,4,4,big,low,unacceptable
med,vhigh,4,4,big,medium,acceptable
med,vhigh,4,4,big,high,acceptable
med,vhigh,4,more,small,low,unacceptable
med,vhigh,4,more,small,medium,unacceptable
med,vhigh,4,more,small,high,acceptable
med,vhigh,4,more,medium,low,unacceptable
med,vhigh,4,more,medium,medium,acceptable
med,vhigh,4,more,medium,high,acceptable
med,vhigh,4,more,big,low,unacceptable
med,vhigh,4,more,big,medium,acceptable
med,vhigh,4,more,big,high,acceptable
med,vhigh,5more,2,small,low,unacceptable
med,vhigh,5more,2,small,medium,unacceptable
med,vhigh,5more,2,small,high,unacceptable
med,vhigh,5more,2,medium,low,unacceptable
med,vhigh,5more,2,medium,medium,unacceptable
med,vhigh,5more,2,medium,high,unacceptable
med,vhigh,5more,2,big,low,unacceptable
med,vhigh,5more,2,big,medium,unacceptable
med,vhigh,5more,2,big,high,unacceptable
med,vhigh,5more,4,small,low,unacceptable
med,vhigh,5more,4,small,medium,unacceptable
med,vhigh,5more,4,small,high,acceptable
med,vhigh,5more,4,medium,low,unacceptable
med,vhigh,5more,4,medium,medium,acceptable
med,vhigh,5more,4,medium,high,acceptable
med,vhigh,5more,4,big,low,unacceptable
med,vhigh,5more,4,big,medium,acceptable
med,vhigh,5more,4,big,high,acceptable
med,vhigh,5more,more,small,low,unacceptable
med,vhigh,5more,more,small,medium,unacceptable
med,vhigh,5more,more,small,high,acceptable
med,vhigh,5more,more,medium,low,unacceptable
med,vhigh,5more,more,medium,medium,acceptable
med,vhigh,5more,more,medium,high,acceptable
med,vhigh,5more,more,big,low,unacceptable
med,vhigh,5more,more,big,medium,acceptable
med,vhigh,5more,more,big,high,acceptable
med,high,2,2,small,low,unacceptable
med,high,2,2,small,medium,unacceptable
med,high,2,2,small,high,unacceptable
med,high,2,2,medium,low,unacceptable
med,high,2,2,medium,medium,unacceptable
med,high,2,2,medium,high,unacceptable
med,high,2,2,big,low,unacceptable
med,high,2,2,big,medium,unacceptable
med,high,2,2,big,high,unacceptable
med,high,2,4,small,low,unacceptable
med,high,2,4,small,medium,unacceptable
med,high,2,4,small,high,acceptable
med,high,2,4,medium,low,unacceptable
med,high,2,4,medium,medium,unacceptable
med,high,2,4,medium,high,acceptable
med,high,2,4,big,low,unacceptable
med,high,2,4,big,medium,acceptable
med,high,2,4,big,high,acceptable
med,high,2,more,small,low,unacceptable
med,high,2,more,small,medium,unacceptable
med,high,2,more,small,high,unacceptable
med,high,2,more,medium,low,unacceptable
med,high,2,more,medium,medium,unacceptable
med,high,2,more,medium,high,acceptable
med,high,2,more,big,low,unacceptable
med,high,2,more,big,medium,acceptable
med,high,2,more,big,high,acceptable
med,high,3,2,small,low,unacceptable
med,high,3,2,small,medium,unacceptable
med,high,3,2,small,high,unacceptable
med,high,3,2,medium,low,unacceptable
med,high,3,2,medium,medium,unacceptable
med,high,3,2,medium,high,unacceptable
med,high,3,2,big,low,unacceptable
med,high,3,2,big,medium,unacceptable
med,high,3,2,big,high,unacceptable
med,high,3,4,small,low,unacceptable
med,high,3,4,small,medium,unacceptable
med,high,3,4,small,high,acceptable
med,high,3,4,medium,low,unacceptable
med,high,3,4,medium,medium,unacceptable
med,high,3,4,medium,high,acceptable
med,high,3,4,big,low,unacceptable
med,high,3,4,big,medium,acceptable
med,high,3,4,big,high,acceptable
med,high,3,more,small,low,unacceptable
med,high,3,more,small,medium,unacceptable
med,high,3,more,small,high,acceptable
med,high,3,more,medium,low,unacceptable
med,high,3,more,medium,medium,acceptable
med,high,3,more,medium,high,acceptable
med,high,3,more,big,low,unacceptable
med,high,3,more,big,medium,acceptable
med,high,3,more,big,high,acceptable
med,high,4,2,small,low,unacceptable
med,high,4,2,small,medium,unacceptable
med,high,4,2,small,high,unacceptable
med,high,4,2,medium,low,unacceptable
med,high,4,2,medium,medium,unacceptable
med,high,4,2,medium,high,unacceptable
med,high,4,2,big,low,unacceptable
med,high,4,2,big,medium,unacceptable
med,high,4,2,big,high,unacceptable
med,high,4,4,small,low,unacceptable
med,high,4,4,small,medium,unacceptable
med,high,4,4,small,high,acceptable
med,high,4,4,medium,low,unacceptable
med,high,4,4,medium,medium,acceptable
med,high,4,4,medium,high,acceptable
med,high,4,4,big,low,unacceptable
med,high,4,4,big,medium,acceptable
med,high,4,4,big,high,acceptable
med,high,4,more,small,low,unacceptable
med,high,4,more,small,medium,unacceptable
med,high,4,more,small,high,acceptable
med,high,4,more,medium,low,unacceptable
med,high,4,more,medium,medium,acceptable
med,high,4,more,medium,high,acceptable
med,high,4,more,big,low,unacceptable
med,high,4,more,big,medium,acceptable
med,high,4,more,big,high,acceptable
med,high,5more,2,small,low,unacceptable
med,high,5more,2,small,medium,unacceptable
med,high,5more,2,small,high,unacceptable
med,high,5more,2,medium,low,unacceptable
med,high,5more,2,medium,medium,unacceptable
med,high,5more,2,medium,high,unacceptable
med,high,5more,2,big,low,unacceptable
med,high,5more,2,big,medium,unacceptable
med,high,5more,2,big,high,unacceptable
med,high,5more,4,small,low,unacceptable
med,high,5more,4,small,medium,unacceptable
med,high,5more,4,small,high,acceptable
med,high,5more,4,medium,low,unacceptable
med,high,5more,4,medium,medium,acceptable
med,high,5more,4,medium,high,acceptable
med,high,5more,4,big,low,unacceptable
med,high,5more,4,big,medium,acceptable
med,high,5more,4,big,high,acceptable
med,high,5more,more,small,low,unacceptable
med,high,5more,more,small,medium,unacceptable
med,high,5more,more,small,high,acceptable
med,high,5more,more,medium,low,unacceptable
med,high,5more,more,medium,medium,acceptable
med,high,5more,more,medium,high,acceptable
med,high,5more,more,big,low,unacceptable
med,high,5more,more,big,medium,acceptable
med,high,5more,more,big,high,acceptable
med,med,2,2,small,low,unacceptable
med,med,2,2,small,medium,unacceptable
med,med,2,2,small,high,unacceptable
med,med,2,2,medium,low,unacceptable
med,med,2,2,medium,medium,unacceptable
med,med,2,2,medium,high,unacceptable
med,med,2,2,big,low,unacceptable
med,med,2,2,big,medium,unacceptable
med,med,2,2,big,high,unacceptable
med,med,2,4,small,low,unacceptable
med,med,2,4,small,medium,acceptable
med,med,2,4,small,high,acceptable
med,med,2,4,medium,low,unacceptable
med,med,2,4,medium,medium,acceptable
med,med,2,4,medium,high,acceptable
med,med,2,4,big,low,unacceptable
med,med,2,4,big,medium,acceptable
med,med,2,4,big,high,verygood
med,med,2,more,small,low,unacceptable
med,med,2,more,small,medium,unacceptable
med,med,2,more,small,high,unacceptable
med,med,2,more,medium,low,unacceptable
med,med,2,more,medium,medium,acceptable
med,med,2,more,medium,high,acceptable
med,med,2,more,big,low,unacceptable
med,med,2,more,big,medium,acceptable
med,med,2,more,big,high,verygood
med,med,3,2,small,low,unacceptable
med,med,3,2,small,medium,unacceptable
med,med,3,2,small,high,unacceptable
med,med,3,2,medium,low,unacceptable
med,med,3,2,medium,medium,unacceptable
med,med,3,2,medium,high,unacceptable
med,med,3,2,big,low,unacceptable
med,med,3,2,big,medium,unacceptable
med,med,3,2,big,high,unacceptable
med,med,3,4,small,low,unacceptable
med,med,3,4,small,medium,acceptable
med,med,3,4,small,high,acceptable
med,med,3,4,medium,low,unacceptable
med,med,3,4,medium,medium,acceptable
med,med,3,4,medium,high,acceptable
med,med,3,4,big,low,unacceptable
med,med,3,4,big,medium,acceptable
med,med,3,4,big,high,verygood
med,med,3,more,small,low,unacceptable
med,med,3,more,small,medium,acceptable
med,med,3,more,small,high,acceptable
med,med,3,more,medium,low,unacceptable
med,med,3,more,medium,medium,acceptable
med,med,3,more,medium,high,verygood
med,med,3,more,big,low,unacceptable
med,med,3,more,big,medium,acceptable
med,med,3,more,big,high,verygood
med,med,4,2,small,low,unacceptable
med,med,4,2,small,medium,unacceptable
med,med,4,2,small,high,unacceptable
med,med,4,2,medium,low,unacceptable
med,med,4,2,medium,medium,unacceptable
med,med,4,2,medium,high,unacceptable
med,med,4,2,big,low,unacceptable
med,med,4,2,big,medium,unacceptable
med,med,4,2,big,high,unacceptable
med,med,4,4,small,low,unacceptable
med,med,4,4,small,medium,acceptable
med,med,4,4,small,high,acceptable
med,med,4,4,medium,low,unacceptable
med,med,4,4,medium,medium,acceptable
med,med,4,4,medium,high,verygood
med,med,4,4,big,low,unacceptable
med,med,4,4,big,medium,acceptable
med,med,4,4,big,high,verygood
med,med,4,more,small,low,unacceptable
med,med,4,more,small,medium,acceptable
med,med,4,more,small,high,acceptable
med,med,4,more,medium,low,unacceptable
med,med,4,more,medium,medium,acceptable
med,med,4,more,medium,high,verygood
med,med,4,more,big,low,unacceptable
med,med,4,more,big,medium,acceptable
med,med,4,more,big,high,verygood
med,med,5more,2,small,low,unacceptable
med,med,5more,2,small,medium,unacceptable
med,med,5more,2,small,high,unacceptable
med,med,5more,2,medium,low,unacceptable
med,med,5more,2,medium,medium,unacceptable
med,med,5more,2,medium,high,unacceptable
med,med,5more,2,big,low,unacceptable
med,med,5more,2,big,medium,unacceptable
med,med,5more,2,big,high,unacceptable
med,med,5more,4,small,low,unacceptable
med,med,5more,4,small,medium,acceptable
med,med,5more,4,small,high,acceptable
med,med,5more,4,medium,low,unacceptable
med,med,5more,4,medium,medium,acceptable
med,med,5more,4,medium,high,verygood
med,med,5more,4,big,low,unacceptable
med,med,5more,4,big,medium,acceptable
med,med,5more,4,big,high,verygood
med,med,5more,more,small,low,unacceptable
med,med,5more,more,small,medium,acceptable
med,med,5more,more,small,high,acceptable
med,med,5more,more,medium,low,unacceptable
med,med,5more,more,medium,medium,acceptable
med,med,5more,more,medium,high,verygood
med,med,5more,more,big,low,unacceptable
med,med,5more,more,big,medium,acceptable
med,med,5more,more,big,high,verygood
med,low,2,2,small,low,unacceptable
med,low,2,2,small,medium,unacceptable
med,low,2,2,small,high,unacceptable
med,low,2,2,medium,low,unacceptable
med,low,2,2,medium,medium,unacceptable
med,low,2,2,medium,high,unacceptable
med,low,2,2,big,low,unacceptable
med,low,2,2,big,medium,unacceptable
med,low,2,2,big,high,unacceptable
med,low,2,4,small,low,unacceptable
med,low,2,4,small,medium,acceptable
med,low,2,4,small,high,good
med,low,2,4,medium,low,unacceptable
med,low,2,4,medium,medium,acceptable
med,low,2,4,medium,high,good
med,low,2,4,big,low,unacceptable
med,low,2,4,big,medium,good
med,low,2,4,big,high,verygood
med,low,2,more,small,low,unacceptable
med,low,2,more,small,medium,unacceptable
med,low,2,more,small,high,unacceptable
med,low,2,more,medium,low,unacceptable
med,low,2,more,medium,medium,acceptable
med,low,2,more,medium,high,good
med,low,2,more,big,low,unacceptable
med,low,2,more,big,medium,good
med,low,2,more,big,high,verygood
med,low,3,2,small,low,unacceptable
med,low,3,2,small,medium,unacceptable
med,low,3,2,small,high,unacceptable
med,low,3,2,medium,low,unacceptable
med,low,3,2,medium,medium,unacceptable
med,low,3,2,medium,high,unacceptable
med,low,3,2,big,low,unacceptable
med,low,3,2,big,medium,unacceptable
med,low,3,2,big,high,unacceptable
med,low,3,4,small,low,unacceptable
med,low,3,4,small,medium,acceptable
med,low,3,4,small,high,good
med,low,3,4,medium,low,unacceptable
med,low,3,4,medium,medium,acceptable
med,low,3,4,medium,high,good
med,low,3,4,big,low,unacceptable
med,low,3,4,big,medium,good
med,low,3,4,big,high,verygood
med,low,3,more,small,low,unacceptable
med,low,3,more,small,medium,acceptable
med,low,3,more,small,high,good
med,low,3,more,medium,low,unacceptable
med,low,3,more,medium,medium,good
med,low,3,more,medium,high,verygood
med,low,3,more,big,low,unacceptable
med,low,3,more,big,medium,good
med,low,3,more,big,high,verygood
med,low,4,2,small,low,unacceptable
med,low,4,2,small,medium,unacceptable
med,low,4,2,small,high,unacceptable
med,low,4,2,medium,low,unacceptable
med,low,4,2,medium,medium,unacceptable
med,low,4,2,medium,high,unacceptable
med,low,4,2,big,low,unacceptable
med,low,4,2,big,medium,unacceptable
med,low,4,2,big,high,unacceptable
med,low,4,4,small,low,unacceptable
med,low,4,4,small,medium,acceptable
med,low,4,4,small,high,good
med,low,4,4,medium,low,unacceptable
med,low,4,4,medium,medium,good
med,low,4,4,medium,high,verygood
med,low,4,4,big,low,unacceptable
med,low,4,4,big,medium,good
med,low,4,4,big,high,verygood
med,low,4,more,small,low,unacceptable
med,low,4,more,small,medium,acceptable
med,low,4,more,small,high,good
med,low,4,more,medium,low,unacceptable
med,low,4,more,medium,medium,good
med,low,4,more,medium,high,verygood
med,low,4,more,big,low,unacceptable
med,low,4,more,big,medium,good
med,low,4,more,big,high,verygood
med,low,5more,2,small,low,unacceptable
med,low,5more,2,small,medium,unacceptable
med,low,5more,2,small,high,unacceptable
med,low,5more,2,medium,low,unacceptable
med,low,5more,2,medium,medium,unacceptable
med,low,5more,2,medium,high,unacceptable
med,low,5more,2,big,low,unacceptable
med,low,5more,2,big,medium,unacceptable
med,low,5more,2,big,high,unacceptable
med,low,5more,4,small,low,unacceptable
med,low,5more,4,small,medium,acceptable
med,low,5more,4,small,high,good
med,low,5more,4,medium,low,unacceptable
med,low,5more,4,medium,medium,good
med,low,5more,4,medium,high,verygood
med,low,5more,4,big,low,unacceptable
med,low,5more,4,big,medium,good
med,low,5more,4,big,high,verygood
med,low,5more,more,small,low,unacceptable
med,low,5more,more,small,medium,acceptable
med,low,5more,more,small,high,good
med,low,5more,more,medium,low,unacceptable
med,low,5more,more,medium,medium,good
med,low,5more,more,medium,high,verygood
med,low,5more,more,big,low,unacceptable
med,low,5more,more,big,medium,good
med,low,5more,more,big,high,verygood
low,vhigh,2,2,small,low,unacceptable
low,vhigh,2,2,small,medium,unacceptable
low,vhigh,2,2,small,high,unacceptable
low,vhigh,2,2,medium,low,unacceptable
low,vhigh,2,2,medium,medium,unacceptable
low,vhigh,2,2,medium,high,unacceptable
low,vhigh,2,2,big,low,unacceptable
low,vhigh,2,2,big,medium,unacceptable
low,vhigh,2,2,big,high,unacceptable
low,vhigh,2,4,small,low,unacceptable
low,vhigh,2,4,small,medium,unacceptable
low,vhigh,2,4,small,high,acceptable
low,vhigh,2,4,medium,low,unacceptable
low,vhigh,2,4,medium,medium,unacceptable
low,vhigh,2,4,medium,high,acceptable
low,vhigh,2,4,big,low,unacceptable
low,vhigh,2,4,big,medium,acceptable
low,vhigh,2,4,big,high,acceptable
low,vhigh,2,more,small,low,unacceptable
low,vhigh,2,more,small,medium,unacceptable
low,vhigh,2,more,small,high,unacceptable
low,vhigh,2,more,medium,low,unacceptable
low,vhigh,2,more,medium,medium,unacceptable
low,vhigh,2,more,medium,high,acceptable
low,vhigh,2,more,big,low,unacceptable
low,vhigh,2,more,big,medium,acceptable
low,vhigh,2,more,big,high,acceptable
low,vhigh,3,2,small,low,unacceptable
low,vhigh,3,2,small,medium,unacceptable
low,vhigh,3,2,small,high,unacceptable
low,vhigh,3,2,medium,low,unacceptable
low,vhigh,3,2,medium,medium,unacceptable
low,vhigh,3,2,medium,high,unacceptable
low,vhigh,3,2,big,low,unacceptable
low,vhigh,3,2,big,medium,unacceptable
low,vhigh,3,2,big,high,unacceptable
low,vhigh,3,4,small,low,unacceptable
low,vhigh,3,4,small,medium,unacceptable
low,vhigh,3,4,small,high,acceptable
low,vhigh,3,4,medium,low,unacceptable
low,vhigh,3,4,medium,medium,unacceptable
low,vhigh,3,4,medium,high,acceptable
low,vhigh,3,4,big,low,unacceptable
low,vhigh,3,4,big,medium,acceptable
low,vhigh,3,4,big,high,acceptable
low,vhigh,3,more,small,low,unacceptable
low,vhigh,3,more,small,medium,unacceptable
low,vhigh,3,more,small,high,acceptable
low,vhigh,3,more,medium,low,unacceptable
low,vhigh,3,more,medium,medium,acceptable
low,vhigh,3,more,medium,high,acceptable
low,vhigh,3,more,big,low,unacceptable
low,vhigh,3,more,big,medium,acceptable
low,vhigh,3,more,big,high,acceptable
low,vhigh,4,2,small,low,unacceptable
low,vhigh,4,2,small,medium,unacceptable
low,vhigh,4,2,small,high,unacceptable
low,vhigh,4,2,medium,low,unacceptable
low,vhigh,4,2,medium,medium,unacceptable
low,vhigh,4,2,medium,high,unacceptable
low,vhigh,4,2,big,low,unacceptable
low,vhigh,4,2,big,medium,unacceptable
low,vhigh,4,2,big,high,unacceptable
low,vhigh,4,4,small,low,unacceptable
low,vhigh,4,4,small,medium,unacceptable
low,vhigh,4,4,small,high,acceptable
low,vhigh,4,4,medium,low,unacceptable
low,vhigh,4,4,medium,medium,acceptable
low,vhigh,4,4,medium,high,acceptable
